day,tempMin,tempMax,summary,desc,cloudCover,humidity,windSpeed,visibility
2017-04-13,4.83,11.15,Mostly cloudy throughout the day.,partly-cloudy-day,0.64,0.79,7.19,6.12
2017-04-14,5.49,10.28,Mostly cloudy throughout the day.,partly-cloudy-day,0.75,0.82,6.29,6.21
2017-04-15,4.79,9.94,Possible drizzle in the morning.,rain,0.62,0.74,8.39,6.2
2017-04-16,4.61,8.31,Light rain in the morning and afternoon.,rain,0.63,0.84,3.71,5.51
2017-04-17,3.8,12.34,Partly cloudy throughout the day.,partly-cloudy-day,0.45,0.73,3.93,6.22
2017-04-18,-1.32,10.29,Clear throughout the day.,clear-day,0.08,0.65,2.45,6.22
2017-04-19,6.36,14.03,Mostly cloudy throughout the day.,cloudy,0.88,0.76,4.71,6.05
2017-04-20,9.65,13.25,Overcast throughout the day.,cloudy,0.93,0.83,6.65,6.16
2017-04-21,6.61,13.42,Mostly cloudy throughout the day.,partly-cloudy-day,0.57,0.78,8.63,6.22
2017-04-22,0.86,12.39,Clear throughout the day.,clear-day,0.14,0.64,4.64,6.21
2017-04-23,1.7,12.23,Partly cloudy throughout the day.,partly-cloudy-day,0.39,0.71,5.67,6.22
2017-04-24,2.46,9.3,Partly cloudy throughout the day.,partly-cloudy-day,0.42,0.66,10.14,6.21
2017-04-25,1.04,9.83,Clear throughout the day.,clear-day,0.19,0.59,8.05,6.22
2017-04-26,-0.02,9.15,Clear throughout the day.,clear-day,0.14,0.64,4.72,6.21
2017-04-27,6.55,13.52,Clear throughout the day.,partly-cloudy-day,0.32,0.7,8.97,6.22
2017-04-28,5.73,12.5,Partly cloudy throughout the day.,partly-cloudy-day,0.38,0.71,2.73,6.22
2017-04-29,6.98,11.87,Partly cloudy throughout the day.,partly-cloudy-day,0.5,0.71,5.17,6.22
2017-04-30,8.0,14.9,Clear throughout the day.,clear-day,0.07,0.62,7.55,6.21
2017-05-01,8.02,15.27,Partly cloudy throughout the day.,partly-cloudy-day,0.37,0.73,8.04,6.22
2017-05-02,7.77,15.11,Mostly cloudy throughout the day.,partly-cloudy-day,0.63,0.76,6.38,6.15
2017-05-03,6.49,17.67,Clear throughout the day.,partly-cloudy-day,0.34,0.6,6.7,6.22
2017-05-04,5.84,15.37,Clear throughout the day.,clear-day,0.15,0.67,8.28,6.22
2017-05-05,5.07,16.22,Clear throughout the day.,clear-day,0.01,0.59,7.56,6.22
2017-05-06,4.64,16.56,Clear throughout the day.,clear-day,0.02,0.58,6.63,6.22
2017-05-07,7.16,18.11,Partly cloudy throughout the day.,partly-cloudy-day,0.5,0.69,3.39,6.01
2017-05-08,2.13,15.32,Clear throughout the day.,clear-day,0.02,0.65,5.3,6.22
2017-05-09,4.87,16.05,Partly cloudy throughout the day.,partly-cloudy-day,0.54,0.68,3.84,6.22
2017-05-10,4.54,13.59,Mostly cloudy throughout the day.,partly-cloudy-day,0.49,0.73,3.88,6.21
2017-05-11,4.13,18.46,Clear throughout the day.,clear-day,0.06,0.65,3.94,6.22
2017-05-12,7.32,16.5,Partly cloudy throughout the day.,partly-cloudy-day,0.35,0.74,6.55,6.04
2017-05-13,9.48,14.12,Possible drizzle in the morning and afternoon.,rain,0.87,0.9,4.51,4.67
2017-05-14,8.6,16.23,Partly cloudy throughout the day.,partly-cloudy-day,0.48,0.74,7.71,6.18
2017-05-15,9.49,15.13,"Light rain until afternoon, starting again overnight.",rain,0.66,0.87,6.38,6.0
2017-05-16,9.32,16.6,Possible drizzle in the afternoon.,rain,0.76,0.82,6.91,5.88
2017-05-17,6.73,17.22,Foggy in the morning.,clear-day,0.23,0.72,4.4,5.62
2017-05-18,7.71,16.11,Clear throughout the day.,clear-day,0.21,0.71,3.71,6.01
2017-05-19,5.42,16.64,Possible drizzle overnight.,partly-cloudy-day,0.39,0.73,2.53,5.84
2017-05-20,8.4,14.28,Light rain in the morning and afternoon.,rain,0.58,0.83,4.01,6.08
2017-05-21,7.96,15.36,Partly cloudy throughout the day.,partly-cloudy-day,0.42,0.79,5.61,6.15
2017-05-22,8.36,17.31,Light rain in the evening and overnight.,rain,0.49,0.8,5.46,6.1
2017-05-23,7.42,16.53,Possible drizzle overnight.,rain,0.56,0.8,4.37,5.88
2017-05-24,12.66,18.58,Overcast throughout the day.,rain,0.9,0.86,4.83,6.11
2017-05-25,13.71,25.6,Partly cloudy throughout the day.,partly-cloudy-day,0.51,0.74,2.76,5.5
2017-05-26,14.61,26.72,Clear throughout the day.,clear-day,0.19,0.63,5.28,6.05
2017-05-27,15.81,23.18,Possible light rain in the afternoon and evening.,rain,0.25,0.77,3.42,6.1
2017-05-28,13.01,19.61,Partly cloudy throughout the day.,partly-cloudy-day,0.52,0.78,6.2,6.19
2017-05-29,10.89,14.5,Possible drizzle in the evening and overnight.,rain,0.86,0.82,5.14,5.68
2017-05-30,9.73,15.91,Drizzle in the morning and afternoon.,rain,0.81,0.84,5.83,4.91
2017-05-31,6.58,19.67,Clear throughout the day.,clear-day,0.2,0.67,3.63,6.22
2017-06-01,12.6,16.63,Drizzle in the evening and overnight.,rain,0.82,0.8,6.8,5.8
2017-06-02,11.21,18.35,Partly cloudy throughout the day.,partly-cloudy-day,0.49,0.76,3.7,6.21
2017-06-03,7.87,17.39,Possible drizzle in the afternoon.,rain,0.26,0.74,3.91,6.22
2017-06-04,8.66,16.25,Possible drizzle overnight.,clear-day,0.28,0.75,5.12,6.22
2017-06-05,8.78,16.95,"Light rain until morning, starting again in the evening.",rain,0.7,0.83,4.46,5.73
2017-06-06,9.71,12.18,Light rain throughout the day.,rain,0.63,0.93,8.83,5.99
2017-06-07,9.03,15.7,Clear throughout the day.,rain,0.28,0.66,10.17,6.22
2017-06-08,10.57,13.6,Light rain throughout the day.,rain,0.82,0.89,3.78,5.24
2017-06-09,11.22,16.91,Mostly cloudy throughout the day.,partly-cloudy-day,0.63,0.85,5.68,5.85
2017-06-10,11.57,19.56,Possible drizzle in the morning and overnight.,rain,0.58,0.83,7.56,5.17
2017-06-11,12.22,16.11,Light rain throughout the day.,rain,0.78,0.84,9.24,5.94
2017-06-12,11.46,14.81,Mostly cloudy throughout the day.,partly-cloudy-day,0.78,0.83,9.83,6.07
2017-06-13,10.85,17.67,Mostly cloudy throughout the day.,partly-cloudy-day,0.79,0.85,5.07,6.08
2017-06-14,13.34,20.08,Partly cloudy throughout the day.,partly-cloudy-day,0.55,0.78,4.97,6.22
2017-06-15,11.96,17.55,Possible drizzle until evening.,rain,0.67,0.81,6.72,6.01
2017-06-16,11.58,16.37,Mostly cloudy throughout the day.,partly-cloudy-day,0.81,0.86,6.8,5.94
2017-06-17,14.91,22.69,Mostly cloudy throughout the day.,partly-cloudy-day,0.8,0.8,5.14,6.22
2017-06-18,14.6,22.32,Mostly cloudy throughout the day.,partly-cloudy-day,0.81,0.78,4.03,6.22
2017-06-19,12.95,20.55,Partly cloudy throughout the day.,partly-cloudy-day,0.57,0.77,4.46,6.19
2017-06-20,7.72,21.56,Clear throughout the day.,clear-day,0.16,0.73,3.68,6.22
2017-06-21,13.77,21.19,Mostly cloudy throughout the day.,partly-cloudy-day,0.59,0.85,2.62,5.84
2017-06-22,13.12,17.6,Possible light rain overnight.,partly-cloudy-day,0.77,0.8,5.5,6.13
2017-06-23,11.79,16.86,Possible drizzle in the morning.,rain,0.78,0.79,9.15,5.5
2017-06-24,10.67,15.31,Partly cloudy throughout the day.,partly-cloudy-day,0.56,0.72,10.54,6.22
2017-06-25,10.16,15.93,Partly cloudy throughout the day.,partly-cloudy-day,0.58,0.71,8.47,6.22
2017-06-26,10.4,17.41,Light rain overnight.,clear-day,0.24,0.7,2.62,6.22
2017-06-27,10.34,13.8,Light rain throughout the day.,rain,0.84,0.91,5.46,5.24
2017-06-28,10.6,15.19,Mostly cloudy throughout the day.,partly-cloudy-day,0.85,0.79,7.22,6.2
2017-06-29,9.63,12.14,Drizzle until evening.,rain,0.69,0.86,6.26,6.14
2017-06-30,11.68,17.37,Mostly cloudy throughout the day.,partly-cloudy-day,0.85,0.84,4.2,6.11
2017-07-01,11.06,15.87,Mostly cloudy throughout the day.,partly-cloudy-day,0.81,0.84,6.52,5.13
2017-07-02,11.4,14.72,Mostly cloudy throughout the day.,partly-cloudy-day,0.81,0.81,7.23,6.13
2017-07-03,10.97,16.93,Partly cloudy throughout the day.,partly-cloudy-day,0.49,0.73,5.73,6.05
2017-07-04,10.31,14.09,Possible light rain in the morning and afternoon.,rain,0.63,0.88,3.97,6.04
2017-07-05,11.22,19.0,Mostly cloudy throughout the day.,partly-cloudy-day,0.81,0.78,4.24,6.21
2017-07-06,12.62,18.66,Mostly cloudy throughout the day.,partly-cloudy-day,0.71,0.86,2.93,5.81
2017-07-07,11.03,16.6,Possible drizzle in the morning.,rain,0.75,0.82,5.22,5.71
2017-07-08,10.38,17.65,Partly cloudy throughout the day.,partly-cloudy-day,0.58,0.67,5.67,6.22
2017-07-09,12.26,14.8,Light rain throughout the day.,rain,0.65,0.88,4.62,6.08
2017-07-10,11.0,15.05,Mostly cloudy throughout the day.,partly-cloudy-day,0.6,0.87,3.1,6.21
2017-07-11,8.57,17.93,Partly cloudy throughout the day.,partly-cloudy-day,0.51,0.77,3.44,6.22
2017-07-12,6.77,20.65,Clear throughout the day.,clear-day,0.12,0.69,2.8,6.15
2017-07-13,11.28,18.54,Possible light rain in the evening.,rain,0.54,0.76,3.97,6.02
2017-07-14,11.42,16.72,Possible drizzle in the evening.,rain,0.6,0.79,5.64,5.92
2017-07-15,12.63,18.72,Possible drizzle in the morning.,rain,0.91,0.91,5.86,5.39
2017-07-16,12.52,17.71,Mostly cloudy throughout the day.,partly-cloudy-day,0.72,0.73,6.75,6.22
2017-07-17,12.61,21.0,Foggy overnight.,partly-cloudy-day,0.56,0.73,7.2,6.22
2017-07-18,9.61,25.99,Foggy in the morning.,clear-day,0.2,0.69,4.34,5.21
2017-07-19,13.7,20.7,Light rain in the evening and overnight.,rain,0.44,0.79,7.47,6.09
2017-07-20,10.72,16.77,Partly cloudy throughout the day.,rain,0.53,0.76,6.06,6.12
2017-07-21,8.63,19.2,Mostly cloudy throughout the day.,partly-cloudy-day,0.49,0.8,6.47,6.22
2017-07-22,13.86,16.96,Possible drizzle in the afternoon and evening.,rain,0.51,0.86,7.98,6.17
2017-07-23,13.3,20.6,Mostly cloudy throughout the day.,partly-cloudy-day,0.69,0.87,3.01,6.21
2017-07-24,11.09,24.76,Clear throughout the day.,clear-day,0.04,0.7,2.76,6.22
2017-07-25,10.71,18.78,Mostly cloudy throughout the day.,partly-cloudy-day,0.67,0.82,1.78,6.14
2017-07-26,12.15,17.26,Rain in the morning and afternoon.,rain,0.58,0.84,5.4,5.31
2017-07-27,11.55,17.93,Possible drizzle in the evening.,rain,0.52,0.81,5.97,5.9
2017-07-28,11.72,17.8,Light rain in the evening.,rain,0.68,0.83,7.17,6.1
2017-07-29,12.51,17.01,Light rain in the evening and overnight.,rain,0.69,0.84,7.78,5.82
2017-07-30,11.69,17.43,Mostly cloudy throughout the day.,rain,0.62,0.83,5.72,6.22
2017-07-31,11.78,17.75,Possible light rain in the afternoon and evening.,rain,0.55,0.82,5.71,6.19
2017-08-01,11.81,17.1,Possible drizzle in the morning and afternoon.,rain,0.53,0.83,5.23,6.22
2017-08-02,9.72,18.54,Light rain starting in the afternoon.,rain,0.62,0.84,4.62,5.66
2017-08-03,13.54,18.94,Light rain in the morning.,rain,0.76,0.85,5.55,5.96
2017-08-04,12.46,16.6,Mostly cloudy throughout the day.,partly-cloudy-day,0.72,0.81,8.25,6.22
2017-08-05,10.7,16.9,Possible drizzle in the afternoon.,rain,0.3,0.76,5.77,6.22
2017-08-06,7.98,15.71,Possible light rain in the afternoon.,rain,0.51,0.85,4.54,5.79
2017-08-07,10.76,17.9,Mostly cloudy throughout the day.,partly-cloudy-day,0.6,0.81,5.73,6.19
2017-08-08,8.18,20.22,Partly cloudy throughout the day.,partly-cloudy-day,0.32,0.73,3.23,6.12
2017-08-09,7.96,19.86,Clear throughout the day.,clear-day,0.2,0.7,5.33,6.12
2017-08-10,8.8,16.43,Mostly cloudy throughout the day.,partly-cloudy-day,0.62,0.76,5.3,6.22
2017-08-11,12.47,17.88,Possible drizzle in the afternoon.,rain,0.79,0.86,8.86,5.38
2017-08-12,11.5,17.41,Possible drizzle in the morning and afternoon.,rain,0.39,0.78,6.47,6.21
2017-08-13,7.26,18.0,Clear throughout the day.,clear-day,0.22,0.72,3.39,6.22
2017-08-14,11.2,17.15,"Light rain until morning, starting again in the evening.",rain,0.72,0.87,6.08,5.85
2017-08-15,11.82,17.85,Drizzle in the morning.,rain,0.5,0.82,4.95,6.04
2017-08-16,10.44,16.38,Possible drizzle throughout the day.,rain,0.67,0.88,6.09,5.92
2017-08-17,11.26,19.68,Light rain overnight.,partly-cloudy-day,0.44,0.82,6.01,6.07
2017-08-18,11.23,15.1,Light rain throughout the day.,rain,0.7,0.86,7.9,5.87
2017-08-19,10.8,15.4,"Possible drizzle until afternoon, starting again overnight.",rain,0.61,0.84,9.26,6.0
2017-08-20,9.31,17.42,Possible drizzle in the morning.,rain,0.55,0.79,4.09,6.12
2017-08-21,7.31,18.68,Foggy in the morning.,partly-cloudy-day,0.61,0.81,2.29,5.37
2017-08-22,14.43,20.81,Mostly cloudy throughout the day.,partly-cloudy-day,0.83,0.86,4.28,6.15
2017-08-23,14.23,19.42,Possible light rain in the morning.,rain,0.49,0.82,5.58,5.41
2017-08-24,12.92,18.14,Mostly cloudy throughout the day.,partly-cloudy-day,0.73,0.83,4.34,6.08
2017-08-25,13.52,16.36,Light rain throughout the day.,rain,0.79,0.91,5.47,5.74
2017-08-26,12.41,18.15,Mostly cloudy throughout the day.,partly-cloudy-day,0.63,0.86,3.62,5.32
2017-08-27,11.57,18.97,Mostly cloudy throughout the day.,partly-cloudy-day,0.8,0.85,3.92,6.22
2017-08-28,12.21,17.6,Possible drizzle in the afternoon.,rain,0.83,0.86,7.2,5.34
2017-08-29,9.18,15.06,Partly cloudy throughout the day.,partly-cloudy-day,0.41,0.81,5.77,6.15
2017-08-30,9.93,16.32,Foggy in the morning.,partly-cloudy-day,0.57,0.81,5.07,5.95
2017-08-31,8.16,17.82,Drizzle in the afternoon and evening.,rain,0.14,0.81,3.25,6.07
2017-09-01,10.23,18.01,Clear throughout the day.,clear-day,0.03,0.75,4.3,6.22
2017-09-02,6.43,18.53,Mostly cloudy throughout the day.,partly-cloudy-day,0.38,0.78,3.57,6.15
2017-09-03,10.37,16.1,Light rain starting in the afternoon.,rain,0.71,0.83,6.55,6.08
2017-09-04,11.91,17.02,Light rain in the afternoon.,rain,0.78,0.93,4.56,5.23
2017-09-05,11.56,16.27,Partly cloudy throughout the day.,partly-cloudy-day,0.38,0.84,5.23,5.64
2017-09-06,10.82,15.48,Mostly cloudy throughout the day.,partly-cloudy-day,0.6,0.83,7.11,6.21
2017-09-07,11.15,14.81,Light rain starting in the afternoon.,rain,0.83,0.91,5.86,5.35
2017-09-08,10.64,14.7,Mostly cloudy throughout the day.,rain,0.69,0.87,6.89,5.99
2017-09-09,10.16,17.71,Clear throughout the day.,clear-day,0.24,0.81,4.42,6.08
2017-09-10,10.21,14.42,Light rain starting in the afternoon.,rain,0.76,0.87,7.23,5.56
2017-09-11,10.11,15.62,Light rain in the morning.,rain,0.53,0.82,9.06,6.22
2017-09-12,9.3,14.89,Light rain in the evening and overnight.,rain,0.59,0.81,6.69,6.13
2017-09-13,8.37,13.92,Possible drizzle in the morning and afternoon.,rain,0.41,0.85,5.0,5.9
2017-09-14,8.66,14.46,Possible drizzle overnight.,clear-day,0.14,0.77,6.96,6.22
2017-09-15,8.47,15.61,Partly cloudy throughout the day.,rain,0.49,0.77,5.81,6.21
2017-09-16,5.45,12.72,Clear throughout the day.,clear-day,0.18,0.83,2.51,6.22
2017-09-17,5.83,15.91,Mostly cloudy throughout the day.,partly-cloudy-day,0.68,0.81,2.97,6.13
2017-09-18,8.62,14.45,Foggy overnight.,partly-cloudy-day,0.57,0.83,1.77,5.98
2017-09-19,4.78,16.14,Foggy in the morning.,partly-cloudy-day,0.5,0.81,2.75,4.99
2017-09-20,11.96,16.12,Possible light rain in the evening and overnight.,rain,0.91,0.89,4.38,4.46
2017-09-21,7.55,15.96,Possible light rain in the morning.,rain,0.31,0.84,4.29,6.21
2017-09-22,6.54,13.96,Foggy overnight.,partly-cloudy-day,0.44,0.86,5.42,6.22
2017-09-23,10.07,17.17,Foggy in the morning.,partly-cloudy-day,0.67,0.85,4.54,5.21
2017-09-24,12.55,15.48,Possible light rain starting in the afternoon.,rain,0.88,0.88,3.66,4.61
2017-09-25,11.5,17.44,Foggy in the morning and overnight.,rain,0.84,0.92,1.45,3.65
2017-09-26,10.91,17.75,Foggy in the morning.,partly-cloudy-day,0.56,0.88,3.31,4.07
2017-09-27,12.56,16.59,Possible light rain in the evening and overnight.,rain,0.76,0.82,6.54,5.26
2017-09-28,12.0,16.72,Possible drizzle overnight.,partly-cloudy-day,0.62,0.83,5.3,5.99
2017-09-29,9.9,16.22,Possible drizzle in the morning.,rain,0.57,0.79,6.55,6.01
2017-09-30,6.16,13.75,Foggy overnight.,partly-cloudy-day,0.42,0.79,5.65,6.04
2017-10-01,4.71,15.52,"Possible light rain until afternoon, starting again overnight.",rain,0.66,0.89,7.08,4.25
2017-10-02,9.9,14.23,Possible drizzle in the morning.,rain,0.75,0.81,13.72,5.51
2017-10-03,9.61,12.45,Mostly cloudy throughout the day.,partly-cloudy-day,0.66,0.78,10.16,5.82
2017-10-04,10.02,11.79,"Possible light rain until morning, starting again in the evening.",rain,0.76,0.88,8.64,5.27
2017-10-05,7.67,13.79,Partly cloudy throughout the day.,rain,0.58,0.8,7.28,5.95
2017-10-06,4.34,12.18,Partly cloudy throughout the day.,partly-cloudy-day,0.34,0.81,4.54,6.04
2017-10-07,11.48,15.18,Mostly cloudy throughout the day.,partly-cloudy-day,0.78,0.87,7.89,5.69
2017-10-08,9.82,14.04,Mostly cloudy throughout the day.,partly-cloudy-day,0.72,0.87,3.41,6.21
2017-10-09,11.44,14.48,Possible light rain overnight.,partly-cloudy-day,0.83,0.88,4.54,6.18
2017-10-10,9.42,14.11,Possible light rain in the morning and overnight.,rain,0.68,0.85,9.09,5.86
2017-10-11,8.78,14.31,Possible light rain until evening.,rain,0.68,0.87,8.53,5.21
2017-10-12,8.6,13.92,Possible light rain in the evening and overnight.,rain,0.7,0.82,8.79,6.07
2017-10-13,12.56,17.47,Light rain in the morning and afternoon.,rain,0.77,0.89,9.7,5.9
2017-10-14,11.84,15.0,Partly cloudy throughout the day.,partly-cloudy-day,0.44,0.84,5.26,6.14
2017-10-15,10.1,17.07,Mostly cloudy throughout the day.,partly-cloudy-day,0.76,0.81,8.96,6.22
2017-10-16,9.83,16.29,Possible light rain in the morning.,rain,0.71,0.88,7.51,5.51
2017-10-17,9.9,14.17,Possible light rain in the morning and overnight.,rain,0.8,0.86,12.33,5.48
2017-10-18,8.83,11.94,Mostly cloudy throughout the day.,rain,0.7,0.91,5.46,5.27
2017-10-19,10.02,14.35,Light rain in the evening and overnight.,rain,0.76,0.9,5.69,5.29
2017-10-20,9.77,14.81,Possible drizzle overnight.,rain,0.66,0.9,3.0,4.8
2017-10-21,9.72,13.63,Light rain in the morning and overnight.,rain,0.7,0.88,6.0,5.81
2017-10-22,6.26,12.16,Mostly cloudy throughout the day.,rain,0.65,0.86,8.86,6.16
2017-10-23,5.98,14.4,Possible drizzle in the afternoon and evening.,rain,0.61,0.91,4.89,5.73
2017-10-24,9.54,14.03,Possible drizzle in the morning.,rain,0.53,0.87,6.19,5.91
2017-10-25,10.02,13.15,Mostly cloudy throughout the day.,partly-cloudy-day,0.63,0.83,8.82,5.98
2017-10-26,7.54,13.15,Partly cloudy throughout the day.,partly-cloudy-day,0.44,0.82,7.27,6.17
2017-10-27,2.54,12.44,Foggy in the morning.,partly-cloudy-day,0.34,0.82,4.79,5.99
2017-10-28,9.51,13.83,Overcast throughout the day.,cloudy,0.88,0.88,11.64,5.93
2017-10-29,0.78,12.03,Clear throughout the day.,clear-day,0.22,0.72,4.06,6.22
2017-10-30,-0.75,10.65,Drizzle overnight.,partly-cloudy-day,0.38,0.85,2.57,6.09
2017-10-31,10.16,13.61,Possible drizzle overnight.,rain,0.94,0.92,7.12,4.32
2017-11-01,9.28,12.69,Light rain in the morning and afternoon.,rain,0.7,0.91,7.61,5.43
2017-11-02,2.77,10.77,Clear throughout the day.,clear-day,0.28,0.82,1.95,6.19
2017-11-03,6.71,9.78,Overcast throughout the day.,cloudy,0.9,0.82,5.18,6.1
2017-11-04,4.11,9.67,Possible drizzle in the morning.,rain,0.58,0.84,5.54,6.16
2017-11-05,0.37,9.64,Foggy overnight.,clear-day,0.12,0.8,3.87,6.03
2017-11-06,-0.78,12.17,Possible light rain overnight.,partly-cloudy-day,0.69,0.86,7.29,5.02
2017-11-07,1.36,12.32,Possible light rain in the morning.,rain,0.44,0.86,5.83,5.83
2017-11-08,-0.25,11.48,Foggy in the morning.,partly-cloudy-day,0.71,0.9,5.39,3.59
2017-11-09,7.76,12.16,Possible light rain overnight.,partly-cloudy-day,0.72,0.76,10.24,5.86
2017-11-10,3.84,9.03,Partly cloudy throughout the day.,rain,0.61,0.82,9.77,5.96
2017-11-11,0.87,7.66,Clear throughout the day.,clear-day,0.2,0.86,3.2,6.22
2017-11-12,2.17,7.96,Clear throughout the day.,clear-day,0.16,0.75,5.68,6.22
2017-11-13,-1.73,10.06,Partly cloudy throughout the day.,partly-cloudy-day,0.48,0.86,5.48,5.22
2017-11-14,5.99,11.2,Mostly cloudy throughout the day.,partly-cloudy-day,0.75,0.89,4.4,6.08
2017-11-15,3.07,9.22,Clear throughout the day.,partly-cloudy-day,0.38,0.91,3.18,5.79
2017-11-16,3.81,11.08,Possible light rain in the morning.,rain,0.55,0.81,9.43,6.22
2017-11-17,3.52,8.76,Possible drizzle in the evening.,rain,0.5,0.84,9.43,6.18
2017-11-18,0.78,7.92,Partly cloudy throughout the day.,partly-cloudy-day,0.38,0.77,8.01,6.21
2017-11-19,-1.19,5.1,Possible light rain in the evening and overnight.,rain,0.23,0.88,2.55,5.99
2017-11-20,4.61,7.95,"Possible light rain until morning, starting again in the evening.",rain,0.95,0.95,3.08,2.46
2017-11-21,6.93,12.92,Light rain until evening.,rain,0.95,0.95,5.59,2.87
2017-11-22,4.26,10.57,Light rain throughout the day.,rain,0.77,0.93,3.16,5.89
2017-11-23,1.97,5.19,Partly cloudy throughout the day.,rain,0.5,0.89,4.73,6.1
2017-11-24,-0.12,2.79,Drizzle in the morning and afternoon.,rain,0.42,0.91,3.7,6.22
2017-11-25,0.42,4.3,Partly cloudy throughout the day.,partly-cloudy-day,0.4,0.88,7.17,6.21
2017-11-26,1.44,8.51,Possible drizzle in the evening and overnight.,rain,0.61,0.87,6.94,6.14
2017-11-27,2.71,7.98,Partly cloudy throughout the day.,partly-cloudy-day,0.4,0.86,7.58,6.07
2017-11-28,1.72,6.31,Clear throughout the day.,clear-day,0.17,0.79,5.43,6.22
2017-11-29,0.09,4.87,Clear throughout the day.,clear-day,0.14,0.76,4.43,6.22
2017-11-30,0.14,4.47,Clear throughout the day.,clear-day,0.2,0.76,4.98,6.22
2017-12-01,-1.63,4.71,Clear throughout the day.,clear-day,0.25,0.82,2.58,6.2
2017-12-02,4.39,9.53,Overcast throughout the day.,partly-cloudy-day,0.81,0.9,5.34,6.22
2017-12-03,5.38,9.58,Clear throughout the day.,clear-day,0.23,0.81,5.24,6.19
2017-12-04,5.93,9.76,Mostly cloudy throughout the day.,partly-cloudy-day,0.72,0.9,6.0,6.22
2017-12-05,7.39,9.28,Overcast throughout the day.,cloudy,0.89,0.87,10.9,6.08
2017-12-06,8.66,12.97,Possible light rain starting in the afternoon.,rain,0.91,0.87,14.02,5.73
2017-12-07,1.83,13.11,Possible drizzle in the morning and afternoon.,rain,0.68,0.82,15.28,5.88
2017-12-08,0.14,2.51,Clear throughout the day.,clear-day,0.14,0.75,10.62,6.22
2017-12-09,-1.53,3.39,Clear throughout the day.,clear-day,0.06,0.82,4.48,6.21
2017-12-10,-7.57,-0.79,Foggy until evening.,partly-cloudy-day,0.56,0.9,1.19,2.34
2017-12-11,-7.44,2.09,Clear throughout the day.,clear-day,0.23,0.89,1.39,5.07
2017-12-12,-4.36,5.12,Possible light rain in the evening and overnight.,rain,0.41,0.9,3.61,5.52
2017-12-13,0.72,5.77,Possible light rain in the morning and afternoon.,rain,0.58,0.9,8.1,6.08
2017-12-14,0.99,3.63,Possible drizzle in the morning.,rain,0.66,0.92,5.0,5.51
2017-12-15,0.14,5.37,Clear throughout the day.,clear-day,0.07,0.82,4.67,6.22
2017-12-16,-1.81,2.45,Foggy in the evening.,clear-day,0.15,0.9,1.82,5.55
2017-12-17,-0.24,9.84,Light rain in the morning.,rain,0.72,0.89,7.05,5.11
2017-12-18,0.02,7.91,Partly cloudy throughout the day.,partly-cloudy-day,0.46,0.91,2.82,5.15
2017-12-19,7.5,11.96,Overcast throughout the day.,cloudy,0.96,0.91,8.14,5.92
2017-12-20,6.23,11.92,Foggy overnight.,partly-cloudy-day,0.61,0.91,6.76,5.33
2017-12-21,3.86,6.94,Foggy throughout the day.,fog,0.78,0.93,1.52,1.5
2017-12-22,2.31,10.26,Foggy in the morning and afternoon.,cloudy,0.96,0.96,3.34,2.32
2017-12-23,9.43,12.62,Partly cloudy throughout the day.,partly-cloudy-day,0.76,0.9,12.59,5.22
2017-12-24,9.64,12.09,"Light rain until afternoon, starting again overnight.",rain,0.88,0.9,12.38,4.3
2017-12-25,2.49,10.42,Light rain throughout the day.,rain,0.73,0.93,4.17,5.85
2017-12-26,-2.64,3.81,Foggy in the morning.,rain,0.3,0.92,2.0,5.46
2017-12-27,-2.92,2.81,Clear throughout the day.,clear-day,0.02,0.85,3.99,6.22
2017-12-28,-2.92,4.15,Clear throughout the day.,clear-day,0.11,0.83,4.85,6.18
2017-12-29,-3.31,2.01,Possible drizzle in the evening.,rain,0.8,0.92,5.84,3.74
2017-12-30,1.02,5.88,Possible light rain until evening.,rain,0.76,0.92,5.54,4.05
2017-12-31,4.09,8.15,Light rain until evening.,rain,0.72,0.87,13.14,5.63
2018-01-01,3.28,6.69,Mostly cloudy throughout the day.,rain,0.62,0.87,6.65,6.17
2018-01-02,3.31,6.39,Light rain throughout the day.,rain,0.57,0.89,6.04,5.69
2018-01-03,2.25,7.65,Possible light rain until evening.,rain,0.75,0.91,6.73,5.46
2018-01-04,2.78,5.81,Light rain until evening.,rain,0.86,0.95,2.67,5.64
2018-01-05,2.31,4.21,Mostly cloudy throughout the day.,partly-cloudy-day,0.82,0.93,3.19,5.62
2018-01-06,-2.15,4.02,Partly cloudy throughout the day.,clear-day,0.16,0.77,7.15,6.22
2018-01-07,-5.42,1.43,Foggy in the morning and overnight.,clear-day,0.0,0.85,1.16,5.12
2018-01-08,-5.93,2.79,Clear throughout the day.,clear-day,0.11,0.82,3.88,5.57
2018-01-09,0.31,3.64,Foggy overnight.,partly-cloudy-day,0.8,0.86,5.07,6.08
2018-01-10,1.72,4.51,Foggy in the morning and overnight.,cloudy,0.95,0.93,2.53,3.35
2018-01-11,0.11,3.95,"Foggy until morning, starting again in the evening.",fog,0.88,0.93,1.14,1.99
2018-01-12,0.61,6.87,Mostly cloudy throughout the day.,partly-cloudy-day,0.77,0.86,4.81,4.61
2018-01-13,3.61,5.96,Overcast throughout the day.,partly-cloudy-day,0.83,0.84,6.25,5.58
2018-01-14,4.46,7.72,Light rain in the evening and overnight.,rain,0.82,0.88,11.09,5.15
2018-01-15,1.83,8.81,Light rain throughout the day.,rain,0.69,0.89,7.65,5.81
